Batch_id,Batch_name,Batch_THF_ref,Batch_id,Date,Technicien_id,Batch_KC8,Masse_KC8,Volume_THF,Ref_plaque,Vitesse_agitation,Heure_debut,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Batch_id,Date,Technicien_id,Ajout_THF_JourJ,Heure_ajout2,Volume_THF_ajout2,Heure_debut_sedimentation,Heure_fin_sedimentation,Sediments,Ctrl_visuel_couleur,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Centrifugation,Batch_id,Date,Technicien_id,Debit_air_synthetique,Temps_oxidation,Lab_HR,Lab_T,Observations,Batch_id,Date,Technicien_id,m_OGD,m_THF,Abs_800,QC_Conc_OGD,QC_Categorie,Stockage_recipient,Stockage_Emplacement,Stockage_Utilisation,Observations
121,2338A,NA,121,2023-09-19,4,K37,20.1507,500.0,1,230.0,2023-09-19 07:30:00,55.0,22.0,30.0,0.09,0.09,,121,2023-09-25,4,0,2023-09-25 08:30:00,500.0,2023-09-25 11:15:00,2023-09-25 11:45:00,NOIR - TRACE DE KC8,JAUNE BRUN,41.0,23.0,24.0,0.09,0.09,SHOOT D'O2 KF PPM TRES HAUT CAUSE GANT DETACHE,1,121,2023-09-26,4,0.1,40.0,39.0,23.0,,121,2023-09-26,4,0.308,2.997,0.0,2.703,-1,,,EDG,None
122,2338B,NA,122,2023-09-20,4,K34,10.0179,500.0,2,230.0,2023-09-20 08:00:00,55.0,21.0,29.0,0.09,0.2,,122,2023-06-29,3,0,2023-06-29 08:15:00,500.0,2023-06-29 09:05:00,2023-06-29 09:35:00,NOIR ET OR,ORANGE CLAIR,39.0,23.3,29.9,0.09,0.2,,1,122,2023-09-26,3,0.1,30.0,52.4,25.3,,122,2023-09-26,3,0.0,0.0,0.0,0.782,1,,,,None
123,2338C,NA,123,2023-09-21,4,NONE,0.0,350.0,3,230.0,2023-09-21 08:30:00,52.0,23.0,30.0,0.09,0.09,RE EXFOLLIATION BATCH 2337D,123,2023-09-27,4,0,2023-09-27 09:05:00,500.0,2023-09-27 08:15:00,2023-09-27 08:45:00,NOIR,JAUNE,55.0,23.0,30.0,0.09,0.2,,1,123,2023-09-28,3,0.6,15.0,49.8,25.5,,123,2023-09-28,3,0.0,0.0,0.0,0.596,1,,,LR,None
124,2338D,NA,124,2023-09-22,4,K37,10.0174,500.0,4,230.0,2023-09-22 08:00:00,51.0,22.0,30.0,0.09,0.09,,124,2023-09-28,3,0,2023-09-28 08:20:00,500.0,2023-09-28 09:10:00,2023-09-28 09:40:00,OR ET NOIR,JAUNE,52.8,23.2,26.0,0.09,0.09,CHANGEMENT DE KEG THF PROBLEME PRESSION,1,124,2023-10-03,4,0.1,40.0,50.0,27.0,,124,2023-10-03,5,0.0,0.0,0.0,0.915,3,,,W2,None
125,2339A,A,125,2023-09-26,3,K37,10.0805,500.0,1,230.0,2023-09-26 09:00:00,38.0,23.7,27.6,0.01,0.01,,125,2023-10-02,5,0,2023-10-02 09:30:00,500.0,2023-10-02 10:00:00,2023-10-02 10:30:00,PEUR D'OR - NOIR,ORANGE CLAIR,34.8,24.9,31.1,0.09,0.09,,1,125,2023-10-02,3,0.1,30.0,38.5,30.0,,125,2023-10-02,3,0.0,0.0,0.0,1.204,2,,,,None
129,2339C,NA,129,2023-09-28,3,K37,10.034,500.0,3,230.0,2023-09-28 09:10:00,52.8,23.2,26.0,0.09,0.09,,129,2023-10-04,5,0,2023-10-04 08:00:00,500.0,2023-10-04 09:10:00,2023-10-04 09:40:00,NOIR ET OR,ORANGE,38.3,22.3,28.8,0.09,0.5,KF A 21.7 PPM,1,129,2023-10-04,3,0.1,10.0,37.2,24.7,,129,2023-10-04,5,0.0,0.0,0.0,0.73,-1,,,LR,None
130,2339D,NA,130,2023-09-29,4,K37,10.3742,500.0,4,230.0,2023-09-29 08:00:00,52.0,23.0,30.0,0.09,0.3,MIX KC8 37 34,130,2023-10-05,4,0,2023-10-05 08:45:00,500.0,2023-10-05 08:00:00,2023-10-05 08:30:00,NOIR,BRUN FONCE,33.0,22.0,29.0,0.09,0.4,CENTRI A 0 1000 2000 3000 RPM,1,130,2023-10-05,4,0.1,30.0,33.0,22.0,,130,2023-10-05,4,0.0,0.0,0.0,1.104,-1,,,,None
131,2340A,NA,131,2023-10-03,4,K39,10.0042,500.0,1,230.0,2023-10-03 08:00:00,55.0,26.0,32.0,0.09,0.3,,131,2023-10-09,5,0,2023-10-09 09:35:00,500.0,2023-10-09 09:30:00,2023-10-09 10:00:00,NOIR - BCP D'OR,ORANGE - MARRON FONCE,43.2,23.1,25.7,0.09,0.09,,1,131,2023-10-09,5,0.0,0.0,0.0,0.0,,131,2023-10-09,5,0.0,0.0,0.0,1.657,-1,,,,None
132,2340B,NA,132,2023-10-04,5,K39,10.0475,500.0,2,230.0,2023-10-04 09:00:00,38.0,22.0,28.5,0.09,0.5,KF A 21.7 PPM,132,2023-10-10,3,0,2023-10-10 09:35:00,500.0,2023-10-10 10:00:00,2023-10-10 10:30:00,NOIR - PEU D'OR,MARRON ORGANE FONCE,47.4,23.2,27.8,0.09,0.09,"CHGMT DE COULEUR DU A NOUVEL ERLENMEYER,",1,132,2023-10-10,5,0.1,15.0,41.8,26.8,,132,2023-10-10,3,0.0,0.0,0.0,1.879,3,,,LR,None
133,2340C,NA,133,2023-10-05,4,K39,10.0819,500.0,3,230.0,2023-10-05 07:30:00,33.0,22.0,29.0,0.09,0.4,,133,2023-10-11,4,0,2023-10-11 09:30:00,500.0,2023-10-11 07:30:00,2023-10-11 08:00:00,NOIR,,43.0,23.0,30.5,0.09,0.5,,1,133,2023-10-11,4,0.0,0.0,0.0,0.0,,133,2023-10-11,5,0.0,0.0,0.0,1.636,-1,,,,None
134,2340D,NA,134,2023-10-06,5,K39,10.0388,500.0,4,230.0,2023-10-06 08:10:00,36.5,22.0,29.3,0.09,0.4,,134,2023-10-12,5,0,2023-10-12 07:45:00,500.0,2023-10-12 08:00:00,2023-10-12 08:30:00,NOIR PEU D'OR,ORANGE FONCé,41.5,23.2,28.2,0.09,0.4,STOCKAGE BaG,1,134,2023-10-18,3,1.0,20.0,58.7,24.3,,134,2023-10-18,3,0.0,0.0,0.0,1.6,-1,,,LC,None
135,2341A,NA,135,2023-10-10,3,K39,5.0973,500.0,1,230.0,2023-10-10 09:25:00,47.4,23.2,28.1,0.09,0.5,ARRET 10 MIN DUE A INTERVENTION ELECTRIQUE,135,2023-10-16,5,0,2023-10-16 09:35:00,500.0,2023-10-16 10:05:00,2023-10-16 10:40:00,NOIR PAILLETTE OR ++,BRUN CLAIR,27.6,21.4,22.0,0.09,0.9,STOCKE BaG,1,135,2023-10-17,4,0.1,15.0,52.0,23.0,,135,2023-10-17,4,0.317,3.005,0.0,0.69,-1,,,RS,R&D
136,2341B,NA,136,2023-10-11,4,K39,5.0431,500.0,2,300.0,2023-10-11 09:00:00,33.0,23.0,30.0,0.09,0.4,UTILISATION DE BILLES DE VERREBATCH POUR R&D - ,136,2023-10-17,4,0,2023-10-17 09:35:00,500.0,2023-10-17 08:10:00,2023-10-17 08:40:00,NOIR - PEU DE KC8 RESTANT,JAUNE PALE,48.0,22.0,28.0,0.09,0.7,,1,136,2023-10-17,4,0.1,15.0,52.0,23.0,,136,2023-10-17,4,0.306,3.142,0.0,0.422,-1,,,R&D,R&D
137,2341C,A,137,2023-10-12,5,K38,10.044,500.0,3,230.0,2023-10-12 08:00:00,41.5,23.2,21.9,0.09,0.4,ARRET 10MIN DUE INTERVENTION ELECTRIQUIE,137,2023-10-18,3,0,2023-10-18 08:10:00,500.0,2023-10-18 08:55:00,2023-10-18 09:30:00,OR ET NOIR,ORANGE CLAIR,58.8,24.0,30.2,0.09,0.7,,1,137,2023-10-18,3,0.1,0.0,0.0,0.0,,137,2023-10-18,3,0.0,0.0,0.0,0.931,0,,,,None
138,2341D,NA,138,2023-10-13,5,K39,10.0666,500.0,4,230.0,2023-10-13 08:30:00,47.0,25.0,31.0,0.09,0.5,KF 16.1ppm,138,2023-10-19,5,0,2023-10-19 08:55:00,500.0,2023-10-19 09:00:00,2023-10-19 09:30:00,NOIR OR,BRUN FONCé,48.0,23.4,24.8,0.09,1.1,700ML GARDE,1,138,2023-10-23,3,0.1,10.0,58.6,19.6,,138,2023-10-23,3,0.0,0.0,0.0,3.013,2,,,,None
139,2342A,NA,139,2023-10-17,4,K39,10.0867,500.0,1,230.0,2023-10-17 08:20:00,48.0,23.0,28.0,0.09,0.8,,139,2023-10-23,5,0,2023-10-23 09:05:00,500.0,2023-10-23 09:35:00,2023-10-23 10:05:00,NOIR OR,BRUN,55.0,18.5,25.5,0.09,0.09,,1,139,2023-10-23,5,0.1,10.0,58.6,19.6,,139,2023-10-23,3,0.0,0.0,0.0,1.853,0,,,,None
140,2342B,NA,140,2023-10-18,5,K39,10.0678,500.0,2,230.0,2023-10-18 08:55:00,58.8,24.0,30.2,0.09,0.7,KF A 16.1 PPM,140,2023-10-24,3,0,2023-10-24 09:07:00,500.0,2023-10-24 08:40:00,2023-10-24 09:20:00,NOIR ET OR,BRUN ORANGE FONCé,55.5,17.8,24.5,0.09,0.09,,1,140,2023-10-24,3,0.1,30.0,56.5,19.4,,140,2023-10-24,5,0.0,0.0,0.0,1.516,0,,,EPOR,None
141,2342C,NA,141,2023-10-19,5,K39,10.0981,500.0,3,230.0,2023-10-19 09:00:00,48.0,23.3,24.8,0.09,1.1,,141,2023-10-25,5,0,2023-10-25 09:45:00,500.0,2023-10-25 07:40:00,2023-10-25 08:10:00,NOIR OR,BRUN CLAIR,61.0,19.8,26.0,0.09,0.09,PBLM PIPETTE,1,141,2023-10-25,5,0.1,30.0,61.0,19.8,,141,2023-10-25,3,0.0,0.0,0.0,1.6,3,,,W3,None
142,2342D,NA,142,2023-10-20,4,MIX,10.0475,500.0,4,230.0,2023-10-20 09:20:00,44.0,22.0,24.0,0.09,0.09,,142,2023-10-26,3,0,2023-10-26 07:45:00,500.0,2023-10-26 08:05:00,2023-10-26 08:35:00,BCP D'OR,ORANGE BRUN,69.2,20.4,27.1,0.09,0.09,,1,142,2023-10-26,3,0.1,30.0,62.6,20.8,,142,2023-10-26,5,0.0,0.0,0.0,1.12,1,,,W3,None
143,2343A,NA,143,2023-10-24,3,K42,10.0456,500.0,1,230.0,2023-10-24 08:50:00,55.5,17.8,24.6,0.09,0.09,,143,2023-10-29,4,0,2023-10-29 08:30:00,500.0,2023-10-29 08:40:00,2023-10-29 09:10:00,NOIR ET OR,BRUN JAUNE,60.0,19.0,26.0,0.09,0.5,,1,143,2023-10-29,4,0.1,15.0,58.0,19.0,,143,2023-10-29,4,0.3,2.999,0.0,1.35,1,,,,None
144,2343B,NA,144,2023-10-25,5,K42,10.1902,500.0,2,230.0,2023-10-25 07:50:00,61.0,19.8,26.0,0.09,0.09,,144,2023-10-31,3,0,2023-10-31 09:00:00,500.0,2023-10-31 08:20:00,2023-10-31 08:50:00,BCP D'OR,BRUN,58.2,18.8,25.9,0.09,0.7,3 TUBES EN MOINS,1,144,2023-10-31,5,0.1,45.0,53.9,20.6,,144,2023-10-31,5,0.0,0.0,0.0,1.281,1,,,,None
145,2343D,NA,145,2023-10-27,5,K42,10.0158,500.0,3,230.0,2023-10-27 14:00:00,51.1,19.7,26.8,0.09,0.3,LANCEMENT RETARDE,145,2023-11-02,4,0,2023-11-02 08:20:00,500.0,2023-11-02 08:40:00,2023-11-02 09:10:00,NOIR ET OR,BRUN,52.0,18.0,5.0,0.09,0.5,3 TUBE EN MOINS,1,145,2023-11-02,4,0.1,30.0,51.0,19.0,,145,2023-11-02,4,0.3,2.995,0.0,1.66,2,,,EPOR / W3,None
146,2344A,NA,146,2023-10-31,3,K43,10.0042,500.0,1,230.0,2023-10-31 08:30:00,58.2,18.8,25.7,0.09,0.8,PLAQUE NON ARRETE,146,2023-11-06,3,0,2023-11-06 09:40:00,500.0,2023-11-06 10:15:00,2023-11-06 10:45:00,NOIR ET OR,BRUN FONCé,41.1,20.1,26.8,0.09,1.6,3 TUBES EN MOINS,1,146,2023-11-06,3,0.1,30.0,39.7,20.8,,146,2023-11-06,3,0.0,0.0,0.0,1.526,3,,,SFP,None
147,2344B,NA,147,2023-11-02,4,K42,10.0394,500.0,3,203.0,2023-11-02 09:40:00,52.0,18.0,25.0,0.09,0.5,BATCH POUR R&D - 10 GRAMME DE BILLES,147,2023-11-08,3,0,2023-11-08 11:00:00,500.0,2023-11-08 09:15:00,2023-11-08 09:45:00,OR ET NOIR,VERT JAUNE BRUN TRES CLAIR,40.1,20.0,28.2,0.09,1.1,3 TUBES EN MOINS,1,147,2023-11-08,3,0.1,5.0,37.2,20.8,,147,2023-11-08,7,0.0,0.0,0.0,1.47,0,,,RS,R&D
148,2344C,NA,148,2023-11-03,6,K43,5.041,500.0,3,230.0,2023-11-03 12:40:00,47.5,18.1,24.3,1.2,0.09,,148,2023-11-09,5,0,2023-11-09 09:12:00,500.0,2023-11-09 08:55:00,2023-11-09 09:25:00,NOIR OR ++,JAUNE CLAIR,45.7,20.9,28.2,0.09,0.09,GARDE 200 ML NON CENTRI POUR RS,1,148,2023-11-09,5,0.1,30.0,45.0,21.5,,148,2023-11-05,3,0.0,0.0,0.0,0.497,0,,,EDG,None
149,2345A,,149,2023-11-07,3,K43,20.141,500.0,1,230.0,2023-11-07 10:10:00,36.8,20.6,27.1,0.09,0.9,BATCH POUR R&D,149,2023-11-13,3,0,2023-11-13 08:30:00,500.0,2023-11-13 09:40:00,2023-11-13 10:10:00,NOIR BCP OR,BRUN TRES FONCE,46.9,21.0,27.9,0.09,0.09,3 TUBES EN MOINS,1,149,2023-11-15,3,0.1,30.0,42.0,21.5,DOUBLE OXYDATION,149,2023-11-15,3,0.0,0.0,0.0,2.59,1,,,R&D,R&D
150,2345B,NA,150,2023-11-08,3,K43,10.0678,500.0,2,230.0,2023-11-08 13:45:00,35.7,21.5,28.5,0.09,1.2,PAS D ERLEN PROPRE EN BaG,150,2023-11-14,5,0,2023-11-14 08:32:00,500.0,2023-11-14 08:40:00,2023-11-14 09:10:00,NOIR OR,BRUN CLAIR,64.2,21.6,28.5,0.09,0.09,3 TUBE MANQUANT - STOCKEGE BaG,1,150,2023-11-16,5,0.1,30.0,44.4,22.5,,150,2023-11-16,3,0.0,0.0,0.0,1.49,3,,,JETE,None
151,2345C,NA,151,2023-11-09,5,K43,10.0583,500.0,3,230.0,2023-11-09 14:00:00,42.8,21.5,28.5,0.09,0.09,,151,2023-11-15,3,0,2023-11-15 08:45:00,500.0,2023-11-15 08:45:00,2023-11-15 09:15:00,NOIR ET OR,BRUN FONCE,42.1,21.5,28.5,0.09,0.09,3 TUBES EN MOINS,1,151,2023-11-15,3,0.1,30.0,44.9,22.5,,151,2023-11-15,5,0.0,0.0,0.0,1.587,1,,,W3,None
152,2345D,NA,152,2023-11-10,5,K43,10.0321,500.0,4,230.0,2023-11-10 13:45:00,37.1,21.7,29.1,0.09,0.09,LANCEMENT TARD A CAUS ORGANISATION,152,2023-11-16,5,0,2023-11-16 08:35:00,500.0,2023-11-16 08:10:00,2023-11-16 08:40:00,NOIR OR,,50.0,21.8,28.2,0.09,0.5,,1,152,2023-11-21,5,0.07,30.0,42.3,20.9,,152,2023-11-21,3,0.0,0.0,0.0,1.233,0,,,,None
153,2346A,NA,153,2023-11-14,5,K45,40.0152,500.0,1,230.0,2023-11-14 08:45:00,64.2,21.6,28.5,0.09,0.09,CHGMT CONC KC8,153,2023-11-20,5,0,2023-11-20 08:45:00,500.0,2023-11-20 09:45:00,2023-11-20 10:15:00,NOIR,NOIR,47.0,21.5,28.8,0.09,0.5,6 TUBES EN MOINS,1,153,2023-11-21,3,0.1,30.0,42.1,21.1,,153,2023-11-21,3,0.0,0.0,0.0,3.6,2,,,JETE,None
154,2346B,NA,154,2023-11-15,3,K43,10.0772,500.0,2,230.0,2023-11-15 08:40:00,44.7,21.8,29.1,0.09,0.2,,154,2023-11-21,5,0,2023-11-21 07:40:00,500.0,2023-11-21 08:40:00,2023-11-21 09:10:00,NOIR OR,BRUN CLAIR,42.2,21.0,27.6,0.09,0.6,KARL THF 16 PPM SERINGUE SORTIR,1,154,2023-11-22,3,0.1,30.0,36.9,21.5,,154,2023-11-22,3,0.0,0.0,0.0,1.56,1,,,,None
155,2346C,NA,155,2023-11-16,5,K45,10.0917,500.0,3,230.0,2023-11-16 08:15:00,44.0,25.0,0.0,0.09,0.09,CHGMT FORMULAIRE,155,2023-11-22,5,0,2023-11-22 07:55:00,500.0,2023-11-22 08:55:00,2023-11-22 09:25:00,NOIR OR,BRUN CLAIR,37.7,20.7,0.0,0.09,0.6,,1,155,2023-11-23,5,0.1,30.0,25.4,20.7,,155,2023-11-23,5,0.0,0.0,0.0,1.25,0,,,,None
156,2346D,NA,156,2023-11-17,3,K45,10.0354,500.0,4,230.0,2023-11-17 10:30:00,0.0,0.0,0.0,0.0,0.0,,156,2023-11-23,3,0,2023-11-23 07:45:00,500.0,2023-11-23 08:45:00,2023-11-23 09:15:00,NOIR OR,JAUNE CLAIR,20.5,25.1,27.1,0.09,0.7,,1,156,2023-11-23,3,0.1,30.0,25.3,21.1,,156,2023-11-23,3,0.0,0.0,0.0,1.22,0,SFL,,,None
157,2347A,NA,157,2023-11-21,5,K46,10.02,500.0,1,230.0,2023-11-21 07:45:00,42.8,20.6,27.1,0.09,0.5,,157,2023-11-27,5,0,2023-11-27 09:00:00,500.0,2023-11-27 10:05:00,2023-11-27 10:45:00,NOIR OR,ORANGE FONCE,25.2,19.9,27.1,0.09,0.09,RESTE EN BaG,1,157,2023-11-27,5,0.1,30.0,35.2,20.9,,157,2023-11-28,1,0.0,0.0,0.0,1.37,0,,,LC / W3,None
158,2347B,NA,158,2023-11-22,5,K46,10.0452,500.0,2,230.0,2023-11-22 07:55:00,37.6,20.9,27.6,0.09,0.6,,158,2023-11-25,5,0,2023-11-25 08:30:00,500.0,2023-11-25 09:40:00,2023-11-25 10:30:00,NOIR ET OR,,0.0,0.0,0.0,0.0,0.0,,1,158,2023-11-28,3,0.1,30.0,23.0,20.0,,158,2023-11-28,1,0.0,0.0,0.0,1.08,0,,,LC  W3,None
159,2347C,NA,159,2023-11-23,5,K46,20.0269,500.0,3,230.0,2023-11-23 08:10:00,20.5,25.0,27.6,0.09,0.7,,159,2023-11-29,5,0,2023-11-29 08:20:00,500.0,2023-11-29 09:55:00,2023-11-29 10:25:00,NOIR ET UN PEU D'OR,BRUN FONCE,23.1,19.8,26.8,0.09,0.09,1 TUBE EN MOINS,1,159,2023-11-29,3,0.1,30.0,24.8,20.6,,159,2023-11-29,3,0.0,0.0,0.0,2.42,3,,,R&D LR,R&D
160,2347D,NA,160,2023-11-24,3,K47,5.0834,500.0,4,230.0,2023-11-24 12:40:00,36.8,21.3,29.6,0.09,0.09,BATCH POUR R&D,160,2023-11-30,5,0,2023-11-30 09:35:00,500.0,2023-11-30 08:00:00,2023-11-30 08:35:00,OR ++,JAUNE TRES CLAIR,50.0,20.9,27.6,0.09,0.09,BCP D'OR DANS LES SEDIMENTS,1,160,2023-11-30,5,0.1,30.0,43.5,21.2,,160,2023-11-30,3,0.0,0.0,0.0,0.62,0,,,R&D RS,R&D
161,2348A,NA,161,2023-11-28,5,K46,10.8357,500.0,1,230.0,2023-11-28 11:20:00,33.0,21.2,27.9,0.09,0.09,,161,2023-12-04,5,0,2023-12-04 08:50:00,500.0,2023-12-04 09:30:00,2023-12-04 10:00:00,OR NOIR,BRUN FONCE,36.0,20.4,27.6,0.09,0.09,PBLM PIPETTEUR AUTO QUI FUIT,1,161,2023-12-05,5,0.1,30.0,30.0,20.7,,161,2023-12-05,5,0.0,0.0,0.0,1.56,0,,,,None
162,2348B,NA,162,2023-11-29,3,K45,10.0154,500.0,2,230.0,2023-11-29 09:38:00,23.7,19.9,27.4,0.09,0.09,,162,2023-12-05,4,0,2023-12-05 07:30:00,500.0,2023-12-05 08:30:00,2023-12-05 09:00:00,NOIR TRACE DE KC8,BRUN,30.0,20.0,27.0,0.09,0.09,STOCKAGE BaG BTL 1L,1,162,2023-12-06,5,0.1,30.0,28.4,20.5,,162,2023-12-06,5,0.0,0.0,0.0,1.62,3,,,,None
163,2348C,NA,163,2023-11-30,5,K46,10.016,500.0,3,230.0,2023-11-30 08:20:00,52.0,20.9,27.6,0.09,0.09,,163,2023-11-06,5,0,2023-11-06 07:35:00,500.0,2023-11-06 08:35:00,2023-11-06 09:05:00,OR NOIR,BRUN FONCE,28.2,20.5,26.8,0.09,0.09,BT L SORTI LE 7/12,1,163,2023-12-07,4,0.1,30.0,25.0,20.0,,163,2023-12-07,4,0.0,0.0,0.0,1.23,0,,,LC,None
164,2348D,NA,164,2023-12-01,5,K46,20.0505,500.0,4,230.0,2023-12-01 14:00:00,38.5,20.8,27.9,0.09,0.09,,164,2023-12-07,5,0,2023-12-07 08:20:00,500.0,2023-12-07 09:30:00,2023-12-07 10:00:00,BCP D'OR ET NOIR,TRES NOIR,25.0,20.8,27.6,0.09,0.09,PLUS DE SEDIMENT QU EN 10 GL,1,164,2023-12-07,5,0.1,30.0,28.2,21.7,,164,2023-12-07,5,0.0,0.0,0.0,2.64,0,,,LR,None
165,2349A,NA,165,2023-12-05,4,MIX,20.1212,500.0,1,230.0,2023-12-05 07:20:00,20.0,25.0,27.0,0.01,0.01,MIX KC8 46 48,165,2023-12-11,4,0,2023-12-11 09:00:00,500.0,2023-12-11 10:00:00,2023-12-11 10:30:00,NOIR - PLUS DE KC8,MARRON BRUN,53.0,21.0,27.0,0.09,0.3,STOCKAGE BaG,1,165,2023-12-12,5,0.1,30.0,48.0,22.0,,165,2023-12-12,4,0.0,0.0,0.0,2.35,2,,,LR,None
166,2349B,NA,166,2023-12-06,5,K48,10.0504,500.0,2,230.0,2023-12-06 08:20:00,28.4,20.5,27.4,0.09,0.09,,166,2023-12-12,5,0,2023-12-12 08:35:00,500.0,2023-12-12 09:50:00,2023-12-12 10:20:00,OR NOIR,BRUN,47.5,21.5,28.2,0.09,0.4,1 TUBE EN MOINS,1,166,2023-12-13,3,0.1,30.0,37.7,21.5,,166,2023-12-13,3,0.0,0.0,0.0,1.41,1,,,W3,None
167,2349C,NA,167,2023-12-07,3,K48,10.0256,500.0,3,230.0,2023-12-07 09:35:00,24.9,20.9,27.9,0.09,0.2,,167,2023-12-13,3,0,2023-12-13 07:30:00,500.0,2023-12-13 08:30:00,2023-12-13 09:00:00,OR ET NOIR,BRUN FONCE,37.9,21.3,24.8,0.09,0.3,2 BTL 500ML,1,167,2023-12-13,3,0.1,20.0,36.4,22.2,,167,2023-12-13,5,0.0,0.0,0.0,1.33,0,,,,None
168,2349D,NA,168,2023-12-08,4,K48,20.1802,500.0,4,230.0,2023-12-08 08:15:00,40.0,22.0,27.0,0.09,0.09,20GL,168,2023-12-14,4,0,2023-12-14 07:45:00,500.0,2023-12-14 08:45:00,2023-12-14 09:15:00,NOIR PEU D4OR,BRUN FONCé,28.0,21.0,27.0,0.09,0.5,,1,168,2023-12-14,4,0.1,30.0,27.0,22.0,,168,2023-12-14,4,0.0,0.0,0.0,2.24,0,,,LR,None
169,2349E,NA,169,2023-12-08,4,K48,10.0289,500.0,11,230.0,2023-12-08 08:20:00,40.0,22.0,27.0,0.09,0.09,NVLLE PLAQUE,169,2023-12-14,4,0,2023-12-14 07:40:00,500.0,2023-12-14 08:40:00,2023-12-14 09:10:00,NOIR,BRUN,28.0,21.0,27.0,0.09,0.5,SURNAGEAN DE SEDIM POUR CENTRI A J+1,1,169,2023-12-15,4,0.1,30.0,38.0,22.0,,169,2023-12-15,4,0.0,0.0,0.0,1.31,0,,,W3,None
170,2350A,NA,170,2023-12-12,5,K49,10.0265,500.0,1,230.0,2023-12-12 08:40:00,47.7,21.4,28.2,0.09,0.4,,170,2023-12-18,3,0,2023-12-18 08:00:00,500.0,2023-12-18 09:00:00,2023-12-18 09:30:00,NORII QQUE PARTICULES OR,BRUN CLAIR,23.1,19.8,27.4,0.09,0.8,KF A 17 PPM,1,170,2023-12-19,5,0.1,30.0,0.0,0.0,,170,2023-12-19,5,0.0,0.0,0.0,2.075,0,,,,None
171,2350B,NA,171,2023-12-13,3,K49,10.0056,500.0,2,230.0,2023-12-13 08:25:00,37.3,21.9,28.0,0.09,0.3,,171,2023-12-19,5,0,2023-12-19 08:35:00,500.0,2023-12-19 09:30:00,2023-12-19 10:00:00,NOIR,,25.4,20.0,26.7,0.09,0.7,3 TUBE EN MOINS CAR TROP DE SEDIMENTS,1,171,2023-12-20,4,0.1,30.0,31.0,20.0,,171,2023-12-20,4,0.0,0.0,0.0,1.16,0,,,W3,None
172,2350C,NA,172,2023-12-14,4,K49,10.027,500.0,3,230.0,2023-12-14 07:50:00,28.0,21.0,27.0,0.09,0.5,,172,2023-12-20,4,0,2023-12-20 08:00:00,500.0,2023-12-20 09:00:00,2023-12-20 09:30:00,NOIR,JAUNE BRUN,31.0,20.0,27.0,0.09,0.6,STOCKAGE BaG SORTIE ELE 21,1,172,2023-12-21,4,0.1,30.0,29.0,21.0,,172,2023-12-21,4,0.0,0.0,0.0,1.39,0,,,W3,None
173,2350D,NA,173,2023-12-23,5,K49,10.0289,500.0,4,230.0,2012-12-15 11:10:00,36.1,21.8,29.1,0.09,0.6,,173,2023-12-21,5,0,2023-12-21 07:20:00,500.0,2023-12-21 08:20:00,2023-12-21 08:50:00,NOIR,BRUN CLAIR,39.0,21.0,27.0,0.09,1.0,2 TUBES EN MOINS,1,173,2023-12-22,4,0.1,30.0,45.0,21.0,,173,2023-12-22,1,0.0,0.0,0.0,1.0,3,,,W3,None
174,2350E,NA,174,2023-12-15,5,K49,10.0679,500.0,11,230.0,2023-12-15 12:00:00,35.0,23.0,29.0,0.09,0.5,,174,2023-12-21,4,0,2023-12-21 07:20:00,500.0,2023-12-21 08:20:00,2023-12-21 08:50:00,NOIR,BRUN,39.0,21.0,27.0,0.09,1.0,,1,174,2023-12-22,4,0.1,30.0,44.0,22.0,,174,2023-12-22,4,0.0,0.0,0.0,1.1,3,,,W3,None
175,2401D,NA,175,2024-01-05,4,K01,10.0729,500.0,4,230.0,2024-01-05 08:10:00,21.0,37.0,27.0,0.09,0.09,,175,2024-01-11,3,0,2024-01-11 08:20:00,500.0,2024-01-11 09:20:00,2024-01-11 09:50:00,BCP D'OR NOIR,BRUN,20.0,19.0,28.5,0.09,0.09,,1,175,2024-01-12,4,0.1,30.0,20.0,19.0,,175,2024-01-12,4,0.314,3.317,0.0,1.6,0,,,TB LBF,None
176,2401E,NA,176,2024-01-05,4,K01,20.0999,500.0,11,230.0,2024-01-05 08:10:00,37.0,21.0,27.0,0.09,0.09,,176,2024-01-11,3,0,2024-01-11 08:50:00,500.0,2024-01-11 09:50:00,2024-01-11 10:20:00,BCP DE SEDIMENT / NOIR ET OR,BRUN,20.9,19.4,28.5,0.09,0.09,MIS EN SEDIM PUIS DANS LA OUTEILLE,1,176,2024-01-15,4,0.1,36.0,31.0,20.0,,176,2024-01-15,4,0.304,3.009,0.0,3.3,0,,,,None
178,2402B,NA,178,2024-01-10,4,K01+02,20.1271,500.0,2,230.0,2024-01-10 08:00:00,19.0,20.0,28.0,0.09,0.09,,178,2024-01-16,4,0,2024-01-16 07:35:00,500.0,2024-01-16 08:00:00,2024-01-16 08:30:00,NOIR,BRUN,33.0,19.0,28.0,0.09,0.3,,1,178,2024-01-17,3,0.8,15.0,39.5,20.9,1/2 BOUTEILLE,178,2024-01-17,3,0.0,0.0,0.0,2.4,1,,,APPLI,None
