Batch_id,Batch_name,Batch_THF_ref,Batch_id,Date,Technicien_id,Batch_KC8,Masse_KC8,Volume_THF,Ref_plaque,Vitesse_agitation,Heure_debut,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Batch_id,Date,Technicien_id,Ajout_THF_JourJ,Heure_ajout2,Volume_THF_ajout2,Heure_debut_sedimentation,Heure_fin_sedimentation,Sediments,Ctrl_visuel_couleur,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Centrifugation,Batch_id,Date,Technicien_id,Debit_air_synthetique,Temps_oxidation,Lab_HR,Lab_T,Observations,Batch_id,Date,Technicien_id,m_OGD,m_THF,Abs_800,QC_Conc_OGD,QC_Categorie,Stockage_recipient,Stockage_Emplacement,Stockage_Utilisation,Observations
235,2415F,NA,235,2024-04-12,4,K14,20.0034,500.0,2,230.0,2024-04-12 08:30:00,39.0,23.0,31.0,0.09,0.09,,235,2024-04-18,3,0,2024-04-18 08:10:00,500.0,2024-04-18 09:10:00,2024-04-18 09:45:00,OR ET NOIR,,25.6,21.6,29.9,0.09,0.09,CENTRI HORS BaG LE LENDEMAIN,3,235,2024-04-19,3,0.1,30.0,24.2,20.1,,235,2024-04-19,3,0.0,0.0,0.0,3.1,1,,,W10,None
236,2415G,NA,236,2024-04-12,4,K14,20.0427,500.0,3,230.0,2024-04-12 08:30:00,39.0,23.0,32.0,0.09,0.09,,236,2024-04-18,3,0,2024-04-18 08:15:00,500.0,2024-04-18 09:30:00,2024-04-18 10:10:00,NOIR ET OR,,25.6,21.5,29.9,0.09,0.09,CENTRI HORS BaG,3,236,2024-04-22,1,0.1,30.0,0.0,0.0,,236,2024-04-22,1,0.0,0.0,0.0,2.5,1,,,,None
237,2415H,NA,237,2024-04-12,4,K14,20.0242,500.0,4,230.0,2024-04-12 10:30:00,39.0,23.0,31.0,0.09,0.09,,237,2024-04-18,3,0,2024-04-18 08:15:00,500.0,2024-04-18 09:30:00,2024-04-18 10:20:00,,,25.0,20.9,29.9,0.09,0.09,CENTRI HORS BaG - SEDIEMENT IMPORTANT,3,237,2024-04-22,1,0.1,30.0,0.0,0.0,,237,2024-04-22,1,0.0,0.0,0.0,2.7,1,,,,None
239,2416B,NA,239,2024-04-16,3,K14,20.0546,500.0,1,250.0,2024-04-16 09:50:00,29.8,23.8,32.5,0.09,0.2,,239,2024-04-22,3,0,2024-04-22 08:50:00,500.0,2024-04-22 10:20:00,2024-04-22 11:00:00,NOIR,,22.0,19.7,29.7,0.09,0.3,,0,239,2024-04-25,1,0.1,30.0,22.0,14.0,,239,2024-04-25,1,0.0,0.0,0.0,2.8,0,,,W3,None
242,2416E,NA,242,2024-04-18,3,K15,20.0022,500.0,1,230.0,2024-04-18 09:45:00,25.4,21.4,29.7,0.09,0.09,,242,2024-04-24,3,0,2024-04-24 08:40:00,500.0,2024-04-24 09:45:00,2024-04-24 10:15:00,NOIR,,25.9,18.4,27.0,0.09,0.2,,3,242,2024-04-24,1,0.1,30.0,35.3,19.0,,242,2024-04-24,1,0.0,0.0,0.0,3.0,1,,,W,None
243,2416F,NA,243,2024-04-18,3,K15,20.0371,500.0,2,230.0,2024-04-18 09:45:00,25.4,21.4,29.7,0.09,0.09,,243,2024-04-24,3,0,2024-04-24 08:40:00,500.0,2024-04-24 09:55:00,2024-04-24 10:25:00,NOIR,,25.9,18.4,27.0,0.09,0.2,TL 1L BaG,3,243,2024-04-25,8,0.06,63.0,0.0,0.0,,243,2024-05-24,8,0.0,0.0,0.0,3.7,1,,,R&D WL,None
244,2416G,NA,244,2024-04-18,3,K15,20.0241,500.0,3,230.0,2024-04-18 09:45:00,25.4,21.4,29.7,0.09,0.09,,244,2024-04-24,3,0,2024-04-24 08:45:00,500.0,2024-04-24 09:55:00,2024-04-24 10:25:00,NOIR,,25.9,18.4,27.0,0.09,0.09,BTL EN BAG ,3,244,2024-04-29,4,0.1,30.0,45.4,18.7,,244,2024-04-29,3,0.0,0.0,0.0,2.7,0,,,EPOF,None
245,2416H,NA,245,2024-04-18,3,K15,20.007,500.0,4,230.0,2024-04-18 09:45:00,25.4,21.4,29.7,0.09,0.09,,245,2024-04-24,3,0,2024-04-24 08:45:00,500.0,2024-04-24 09:55:00,2024-04-24 10:25:00,NOIR,,25.9,18.4,27.0,0.09,0.09,BTL EN BAG,3,245,2024-04-29,4,0.1,30.0,45.4,18.7,,245,2024-04-29,3,0.0,0.0,0.0,1.7,1,,,EPOF,None
246,2417A,NA,246,2024-04-23,3,K15,20.016,500.0,1,230.0,2024-04-23 08:50:00,22.3,18.3,27.1,0.09,0.3,,246,2024-04-29,4,0,2024-04-29 07:45:00,500.0,2024-04-29 08:45:00,2024-04-29 09:15:00,,49,49.0,17.0,29.0,0.09,0.5,,0,246,2024-04-29,4,0.0,0.0,0.0,0.0,,246,2024-04-29,4,0.0,0.0,0.0,3.7,1,,,LB LC ,None
247,2417B,NA,247,2024-04-23,3,K15,20.0297,500.0,2,230.0,2024-04-23 08:50:00,22.3,18.3,27.1,0.09,0.3,PLAQUE COMPLEXE AU DEMARAGE,247,2024-04-29,4,0,2024-04-29 07:45:00,500.0,2024-04-29 08:45:00,2024-04-29 09:15:00,,,44.0,17.0,29.0,0.09,0.5,,3,247,2024-04-29,4,0.0,0.0,0.0,0.0,,247,2024-04-29,1,0.0,0.0,0.0,3.5,1,,,,None
248,2417C,NA,248,2024-04-23,3,K15,20.0096,500.0,3,230.0,2024-04-23 08:50:00,22.3,18.3,27.1,0.09,0.3,PLAQUE COMPLEXE AU DEMARAGE,248,2024-04-29,4,0,2024-04-29 07:45:00,500.0,2024-04-29 08:45:00,2024-04-29 09:15:00,,,44.0,17.0,29.0,0.09,0.5,,3,248,2024-04-29,4,0.0,0.0,0.0,0.0,,248,2024-04-29,4,0.0,0.0,0.0,3.1,1,,,,None
249,2417D,NA,249,2024-04-23,3,K17,20.0298,500.0,4,230.0,2024-04-23 08:50:00,22.3,18.3,27.1,0.09,0.3,PLAQUE COMPLEXE AU DEMARAGE,249,2024-04-29,4,0,2024-04-29 07:45:00,500.0,2024-04-29 08:45:00,2024-04-29 09:15:00,,,44.0,17.0,29.0,0.09,0.5,,3,249,2024-04-29,4,0.0,0.0,0.0,0.0,,249,2024-04-29,4,0.0,0.0,0.0,2.9,1,,,,None
250,2417E,NA,250,2024-04-24,3,K17,20.0122,500.0,1,230.0,2024-04-24 11:30:00,32.9,18.8,28.0,0.09,0.4,,250,2024-04-30,3,0,2024-04-30 09:10:00,500.0,2024-04-30 10:10:00,2024-04-30 10:40:00,NOIR ET OR,,40.6,19.2,27.1,0.09,0.09,TL 1L ENV 850ML,3,250,2024-05-02,4,0.1,30.0,47.0,19.0,,250,2024-05-02,4,0.0,0.0,0.0,2.7,1,,,EPOF,None
251,2417F,NA,251,2024-04-24,3,K17,20.0282,500.0,2,230.0,2024-04-24 11:30:00,32.9,18.8,28.0,0.09,0.4,,251,2024-04-30,3,0,2024-04-30 09:10:00,500.0,2024-04-30 10:12:00,2024-04-30 10:45:00,NOIR ET OR,,40.6,19.2,27.1,0.09,0.09,BTL 1L ENV 850ML,3,251,2024-05-02,4,0.1,30.0,49.0,19.0,,251,2024-05-02,4,0.0,0.0,0.0,1.9,1,,,EPOF,None
252,2417G,NA,252,2024-04-24,3,K17,20.0029,500.0,3,230.0,2024-04-24 11:30:00,32.9,18.8,28.0,0.09,0.4,,252,2024-04-30,3,0,2024-04-30 09:15:00,500.0,2024-04-30 10:15:00,2024-04-30 10:45:00,NOIR ET OR,,40.6,19.2,27.1,0.09,0.09,BTL 1L ENV 900ML,3,252,2024-05-07,4,0.1,30.0,49.0,20.0,,252,2024-05-07,4,0.0,0.0,0.0,2.1,1,,,W3,None
256,2418A,NA,256,2024-04-30,3,K17,20.0355,500.0,1,230.0,2024-04-30 08:40:00,40.6,19.2,27.1,0.09,0.09,,256,2024-05-06,4,0,2024-05-06 07:45:00,500.0,2024-05-06 08:45:00,2024-05-06 09:15:00,NOIR,,49.0,20.0,26.0,0.09,0.09,,0,256,2024-05-07,4,0.1,30.0,40.0,19.0,FUITE TUBE CENTRI,256,2024-05-07,4,0.0,0.0,0.0,2.7,3,,,W2,None
257,2418B,NA,257,2024-04-30,3,K17,10.0014,500.0,2,230.0,2024-04-30 08:40:00,40.6,19.2,27.1,0.09,0.09,,257,2024-05-06,4,0,2024-05-06 07:45:00,500.0,2024-05-06 08:45:00,2024-05-06 09:15:00,NOIR,,49.0,19.0,26.0,0.09,0.09,,0,257,2024-05-14,4,0.1,30.0,40.0,20.0,,257,2024-05-16,4,0.0,0.0,0.0,3.8,1,,,EPOF,None
258,2418C,NA,258,2024-04-30,3,K17+13,20.9318,500.0,3,230.0,2024-04-30 08:40:00,40.6,19.2,27.1,0.09,0.09,,258,2024-05-06,4,0,2024-05-06 07:45:00,500.0,2024-05-06 08:45:00,2024-05-06 09:15:00,NOIR,,49.0,20.0,26.0,0.09,0.09,CENTRI EN BAG,3,258,2024-05-16,4,0.1,30.0,40.0,21.0,,258,2024-05-16,4,0.0,0.0,0.0,2.6,1,,,EPOF,None
259,2418D,NA,259,2024-04-30,3,K17,20.0282,500.0,4,230.0,2024-04-30 08:40:00,40.6,19.2,27.1,0.09,0.09,KF A 25 PPM,259,2024-05-06,4,0,2024-05-06 07:45:00,500.0,2024-05-06 08:45:00,2024-05-06 09:15:00,NOIR,,49.0,20.0,26.0,0.09,0.09,,3,259,2024-05-21,3,0.1,30.0,52.2,20.8,,259,2024-05-21,3,0.0,0.0,0.0,2.7,1,,,EPOF,None
260,2419A,NA,260,2024-05-10,4,K18A,20.0525,500.0,7,230.0,2024-05-10 08:00:00,49.0,19.0,27.0,0.09,0.09,COMPARAISON AVEC 2419B POUR KC8 NON NETTOYE,260,2024-05-16,4,0,2024-05-16 08:00:00,500.0,2024-05-16 09:00:00,2024-05-16 09:30:00,NOIR,,39.0,21.0,27.0,0.09,0.09,,3,260,2024-05-21,3,0.1,30.0,52.3,20.8,DANS 2 TUBES,260,2024-05-21,3,0.0,0.0,0.0,2.3,1,,,EPOF,None
261,2419B,NA,261,2024-05-10,4,K18B,20.0105,500.0,8,230.0,2024-05-10 08:00:00,40.0,19.0,27.0,0.09,0.09,,261,2024-05-16,4,0,2024-05-16 08:00:00,500.0,2024-05-16 09:00:00,2024-05-16 09:30:00,NOIR,,40.0,21.0,27.0,0.09,0.09,,3,261,2024-05-21,4,0.1,30.0,49.0,21.0,,261,2024-05-21,4,0.0,0.0,0.0,1.7,1,,,EPOF,None
262,2420A,NA,262,2024-05-16,4,K18A,20.0718,500.0,1,230.0,2024-05-16 08:00:00,40.0,21.0,27.0,0.09,0.09,,262,2024-05-21,4,0,2024-05-21 08:00:00,500.0,2024-05-21 09:00:00,2024-05-21 09:30:00,NOIR ET OR,,48.0,20.0,27.0,0.09,0.09,BAG JUSQUA 2605- CENTRI HORS BAG,3,262,2024-05-23,3,0.1,30.0,45.7,21.0,,262,2024-05-24,3,0.0,0.0,0.0,4.5,1,,,LBF,None
263,2420B,NA,263,2024-05-17,3,K17,20.0501,500.0,2,230.0,2024-05-17 08:15:00,41.1,20.7,28.0,0.09,0.09,,263,2024-05-23,3,0,2024-05-23 07:30:00,500.0,2024-05-23 08:30:00,2024-05-23 09:00:00,NOIR ET BCP D'OR,SYSTEME POMPAGE BAG OK,46.1,20.7,28.2,0.09,0.09,,3,263,2024-05-27,4,0.1,30.0,43.0,21.0,,263,2024-05-27,4,0.0,0.0,0.0,2.7,0,,,LBF,None
265,2421B,NA,265,2024-05-22,4,K18A,20.0162,500.0,4,230.0,2024-05-22 08:00:00,40.0,20.0,27.0,0.09,0.09,,265,2024-05-28,3,0,2024-05-28 08:10:00,500.0,2024-05-28 09:10:00,2024-05-28 09:40:00,,,37.4,21.1,29.4,0.01,0.01,,3,265,2024-05-28,3,0.1,30.0,38.9,22.5,,265,2024-05-28,3,0.0,0.0,0.0,4.2,3,,,W,None
266,2421C,NA,266,2024-05-23,3,K18,20.0129,500.0,1,230.0,2024-05-23 07:30:00,46.0,20.8,28.2,0.09,0.09,,266,2024-05-29,4,0,2024-05-29 08:00:00,500.0,2024-05-29 09:00:00,2024-05-29 09:00:00,SEDIM 24 H,,41.0,23.0,28.0,0.09,0.09,NON CENTRI POUR W3,0,266,2024-05-30,3,0.1,30.0,44.8,23.5,,266,2024-05-30,3,0.0,0.0,0.0,6.1,3,NON CNETRI,,W,None
267,2421D,NA,267,2024-05-24,4,K18A,10.0,500.0,2,230.0,2024-05-24 08:00:00,40.0,21.0,27.0,0.09,0.09,,267,2024-05-30,3,0,2024-05-30 08:00:00,500.0,2024-05-30 09:00:00,2024-05-30 10:30:00,NOIR ET OR,,36.0,23.0,31.0,0.09,0.09,KEG FINI LA VEILLE,3,267,2024-05-30,3,0.1,15.0,44.7,23.5,,267,2024-05-30,3,0.0,0.0,0.0,2.0,1,,,,None
268,2422A,NA,268,2024-05-28,3,K17,20.0,500.0,3,230.0,2024-05-28 09:20:00,39.4,21.5,29.7,0.09,0.09,MASSE PESE PAS EXACTE,268,2024-06-03,3,0,2024-06-03 07:30:00,500.0,2024-06-03 08:40:00,2024-06-03 09:10:00,NOIR ET OR,,44.2,21.4,30.2,0.09,0.3,,3,268,2024-06-04,3,0.1,30.0,41.1,23.1,,268,2024-06-04,3,0.0,0.0,0.0,2.5,2,,,W3,None
269,2422B,NA,269,2024-05-28,3,K17B,20.0,500.0,4,230.0,2024-05-28 09:20:00,39.4,21.5,29.7,0.09,0.09,,269,2024-06-03,3,0,2024-06-03 07:35:00,500.0,2024-06-03 08:40:00,2024-06-03 09:10:00,NOIR ET OR,,44.2,21.4,30.2,0.09,0.3,,3,269,2024-06-04,3,0.1,30.0,41.2,23.1,,269,2024-06-04,3,0.0,0.0,0.0,2.2,3,,,W3,None
270,2422C,NA,270,2024-05-28,3,K18B,20.071,500.0,1,230.0,2024-05-28 09:20:00,39.4,21.5,29.7,0.09,0.09,,270,2024-06-03,3,0,2024-06-03 07:38:00,500.0,2024-06-03 08:40:00,2024-06-03 09:10:00,NOIR ET OR,,44.2,21.4,30.2,0.09,0.3,ERREUR CENTRI,0,270,2024-06-05,3,0.1,30.0,43.2,23.2,,270,2024-06-05,3,0.0,0.0,0.0,3.5,2,,,EPOF,None
271,2422D,NA,271,2024-05-28,3,K18B,20.0175,500.0,2,230.0,2024-05-28 09:20:00,39.4,21.5,29.7,0.09,0.09,,271,2024-06-03,3,0,2024-06-03 07:40:00,500.0,2024-06-03 08:40:00,2024-06-03 09:20:00,NOIR ET OR,,44.2,21.4,30.2,0.09,0.3,ERREUR CENTRI,3,271,2024-06-05,3,0.1,30.0,40.6,24.0,,271,2024-06-05,3,0.0,0.0,0.0,2.4,1,,,EPOF,None
272,2422E,NA,272,2024-05-30,3,K18B,20.0261,500.0,1,230.0,2024-05-30 09:25:00,46.4,23.0,31.0,0.09,0.4,THF PRELEVE LA VEILLE,272,2024-06-05,4,0,2024-06-05 07:30:00,500.0,2024-06-05 08:30:00,2024-06-05 09:00:00,NOIR OR,,42.0,22.0,30.0,0.09,0.5,,3,272,2024-06-06,4,0.1,30.0,41.0,23.0,,272,2024-06-06,4,0.0,0.0,0.0,3.5,3,,,W3,None
273,2422F,NA,273,2024-05-30,3,K21,20.0419,500.0,2,230.0,2024-05-30 09:25:00,46.4,23.0,31.0,0.09,0.4,THF PRELEV LA VEILLE,273,2024-05-06,4,0,2024-05-06 07:30:00,500.0,2024-05-06 08:30:00,2024-05-06 09:00:00,NOIR OR,,42.0,22.0,30.0,0.09,0.5,,3,273,2024-06-06,4,0.1,0.0,43.0,23.0,,273,2024-06-06,4,0.0,0.0,0.0,2.7,2,,,R&D WL,None
274,2422G,NA,274,2024-05-30,3,K21,20.107,500.0,3,230.0,2024-05-30 09:25:00,46.4,23.0,31.0,0.09,0.4,THF PRELEVE LA VEILLE,274,2024-06-05,4,0,2024-06-05 07:30:00,500.0,2024-06-05 08:30:00,2024-06-05 09:00:00,NOIR OR,,42.0,22.0,30.0,0.09,0.5,,3,274,2021-06-10,4,0.1,30.0,45.0,24.0,,274,2024-06-10,4,0.0,0.0,0.0,2.5,1,,,LBF,None
289,2423A,na,289,2024-06-04,4,K21,20.034,500.0,1,230.0,2024-06-04 08:00:00,41.0,22.0,30.0,0.09,0.4,,289,2024-06-10,4,0,2024-06-10 08:00:00,500.0,2024-06-10 09:00:00,2024-06-10 09:30:00,noir,,42.0,23.0,30.0,0.09,0.7,,1,289,2024-06-11,4,0.1,30.0,40.0,24.0,,289,2024-06-11,4,0.0,0.0,0.0,0.7,1,,,TB,None
293,2423E,na,293,2024-06-06,3,K21,20.003,500.0,1,230.0,2024-06-06 09:25:00,41.3,24.0,32.0,0.09,0.7,,293,2024-06-12,3,0,2024-06-12 07:35:00,500.0,2024-06-12 08:35:00,2024-06-12 08:35:00,,,32.0,23.0,32.0,0.09,0.09,24h sedim non centrif,0,293,2024-06-13,3,0.1,30.0,34.0,23.0,,293,2024-06-13,3,0.0,0.0,0.0,5.7,3,,,W3 NC,None
294,2423F,na,294,2024-06-06,3,K21,20.0922,500.0,2,230.0,2024-06-06 09:25:00,41.3,24.0,32.0,0.09,0.7,,294,2024-06-12,3,0,2024-06-12 07:35:00,500.0,2024-06-12 08:35:00,2024-06-12 08:35:00,,,31.6,23.2,32.0,0.09,0.09,"24h sedimentation, noin centrifuge",0,294,2024-06-13,3,0.1,30.0,33.9,22.5,,294,2024-06-13,3,0.0,0.0,0.0,5.2,1,,,W3 NC,None
295,2423G,na,295,2024-06-06,3,K21,20.05,500.0,3,230.0,2024-06-06 09:25:00,41.3,24.0,32.0,0.09,0.7,,295,2024-06-12,3,0,2024-06-12 07:35:00,500.0,2024-06-12 08:35:00,2024-06-12 08:35:00,,,31.6,23.2,32.0,0.09,0.09,"24h sedimentation, non centrif",0,295,2024-06-13,3,0.1,30.0,33.9,22.8,,295,2027-06-13,3,0.0,0.0,0.0,5.7,3,,,"W3 NC , 2eme batch tres mauvaise qualite",None
296,2423H,na,296,2024-06-06,3,K21,20.1554,500.0,4,230.0,2024-06-06 09:25:00,41.3,24.0,32.0,0.09,0.7,,296,2024-06-12,3,0,2024-06-12 07:35:00,500.0,2024-06-12 08:35:00,2024-06-12 08:35:00,,,31.6,23.2,32.0,0.09,0.09,"24h sedimentation, non centrif",0,296,2024-06-13,3,0.1,30.0,33.9,22.8,,296,2024-06-13,3,0.0,0.0,0.0,5.6,3,,,W3 NC,None
298,2424A,na,298,2024-06-11,3,K21,20.0924,500.0,1,230.0,2024-06-11 08:05:00,40.3,23.5,32.0,0.09,0.09,,298,2024-06-17,3,0,2024-06-17 07:40:00,500.0,2024-06-17 08:40:00,2024-06-17 09:10:00,,,71.0,20.5,29.4,0.09,0.09,,1,298,2024-06-17,3,0.2,30.0,57.0,24.0,,298,2024-06-17,3,0.0,0.0,0.0,4.3,3,0,0,W3NC,None
299,2424B,na,299,2024-06-11,3,K21,20.03,500.0,2,230.0,2024-06-11 08:05:00,40.3,23.5,32.0,0.09,0.09,,299,2024-06-17,3,0,2024-06-17 07:44:00,500.0,2024-06-17 08:50:00,2024-06-18 09:10:00,,,71.0,20.5,29.4,0.09,0.09,"24h sedimentation, non centrif",0,299,2024-06-18,3,0.1,30.0,57.0,24.0,,299,2024-06-18,3,0.0,0.0,0.0,6.5,3,0,0,W10NC,None
300,2424C,na,300,2024-06-11,3,K21,20.089,500.0,3,230.0,2024-06-11 08:05:00,40.3,23.5,32.0,0.09,0.09,,300,2024-06-17,3,0,2024-06-17 07:48:00,500.0,2024-06-17 08:50:00,2024-06-18 09:10:00,,,71.0,20.5,29.4,0.09,0.09,"24h sedimentation, non centrif",0,300,2024-06-18,3,0.1,30.0,57.0,24.0,,300,2024-06-18,3,0.0,0.0,0.0,7.1,3,0,0,W10NC,None
301,2424D,na,301,2024-06-11,3,K21,20.1056,500.0,4,230.0,2024-06-11 08:05:00,40.3,23.5,32.0,0.09,0.09,,301,2024-06-17,3,0,2024-06-17 07:52:00,500.0,2024-06-17 08:50:00,2024-06-18 09:10:00,,,71.0,20.5,29.4,0.09,0.09,"24h sedimentation, non centrif",0,301,2024-06-18,3,0.1,30.0,57.0,24.0,,301,2024-06-18,3,0.0,0.0,0.0,6.9,3,0,0,W10NC,None
308,2425C,na,308,2024-06-20,4,K24,20.018,500.0,3,230.0,2024-06-20 08:30:00,56.0,22.0,30.0,0.09,0.09,,308,2024-06-26,3,0,2024-06-26 08:05:00,500.0,2024-06-26 09:10:00,2024-06-26 09:40:00,noir,,60.0,25.0,33.0,0.09,0.5,,0,308,2024-06-27,8,0.1,30.0,58.0,22.0,,308,2024-06-27,3,0.0,0.0,0.0,2.2,2,0,0,epor / poubelle,None
309,2425D,na,309,2024-06-20,4,K24,20.0259,500.0,4,230.0,2024-06-20 08:30:00,56.0,22.0,30.0,0.09,0.09,,309,2024-06-26,3,0,2024-06-26 08:14:00,500.0,2024-06-26 09:15:00,2024-06-26 09:45:00,noir,,60.0,25.0,33.0,0.09,0.5,,0,309,2024-06-27,8,0.1,30.0,58.0,22.0,,309,2024-06-27,3,0.0,0.0,0.0,2.2,2,0,0,epof poubelle,None
310,2425E,na,310,2024-06-20,4,K24,20.0668,500.0,5,230.0,2024-06-20 08:30:00,58.0,20.0,30.0,0.09,0.09,,310,2024-06-26,3,0,2024-06-26 08:07:00,500.0,2024-06-26 09:10:00,2024-06-26 09:40:00,noir,,60.0,25.0,33.0,0.09,0.5,,1,310,2024-06-28,3,0.1,30.0,50.0,25.0,,310,2028-06-28,3,0.0,0.0,0.0,2.2,1,0,0,epof,None
311,2425F,na,311,2024-06-20,4,K24,20.0011,500.0,6,230.0,2024-06-20 08:30:00,58.0,22.0,30.0,0.09,0.09,,311,2024-06-26,3,0,2024-06-26 08:11:00,500.0,2024-06-26 09:15:00,2024-06-26 09:45:00,noir,,60.0,25.0,33.0,0.09,0.5,,1,311,2024-06-28,3,0.1,30.0,50.0,25.0,,311,2028-06-28,3,0.0,0.0,0.0,2.2,1,0,0,epof,None
312,2426A,na,312,2024-06-25,4,K24,20.0638,500.0,5,230.0,2025-06-20 08:30:00,59.0,24.0,32.0,0.09,0.3,,312,2024-07-01,4,0,2024-07-01 07:30:00,500.0,2024-07-01 08:30:00,2024-07-01 09:00:00,,,52.0,22.0,28.0,0.09,0.09,,1,312,2024-07-04,4,0.1,30.0,52.0,22.0,,312,2024-07-04,4,0.0,0.0,0.0,1.8,1,0,0,appli,None
313,2426B,na,313,2024-06-25,4,K24,20.0386,500.0,6,230.0,2025-06-20 08:30:00,59.0,24.0,32.0,0.09,0.3,,313,2024-07-01,4,0,2024-07-01 07:30:00,500.0,2024-07-01 08:30:00,2024-07-02 08:30:00,,,60.0,25.0,33.0,0.09,0.5,pas de centrif,0,313,2024-07-04,4,0.1,30.0,52.0,22.0,,313,2024-07-04,4,0.0,0.0,0.0,5.7,2,0,0,W10NC,None
314,2426C,na,314,2024-06-25,4,K24,20.0638,500.0,7,230.0,2025-06-20 08:30:00,59.0,24.0,32.0,0.09,0.3,,314,2024-07-01,4,0,2024-07-01 07:30:00,500.0,2024-07-01 08:30:00,2024-07-02 08:30:00,,,60.0,25.0,33.0,0.09,0.5,pas de centrif,0,314,2024-07-04,4,0.1,30.0,52.0,22.0,,314,2024-07-04,4,0.0,0.0,0.0,5.2,2,0,0,W10NC,None
315,2426D,na,315,2024-06-25,4,K24,20.0356,500.0,8,230.0,2025-06-20 08:30:00,59.0,24.0,32.0,0.09,0.3,,315,2024-07-01,4,0,2024-07-01 07:30:00,500.0,2024-07-01 08:30:00,2024-07-02 08:30:00,,,60.0,25.0,33.0,0.09,0.5,pas de centrif,0,315,2024-07-04,4,0.1,30.0,52.0,22.0,,315,2024-07-04,4,0.0,0.0,0.0,4.9,2,0,0,W10NC,None
316,2426E,na,316,2024-06-27,3,K24,20.0568,500.0,5,230.0,2024-06-27 08:50:00,51.7,27.8,35.0,0.09,0.09,,316,2024-07-03,3,0,2024-07-03 07:30:00,500.0,2024-07-03 08:30:00,2024-07-04 08:30:00,,,44.7,22.7,30.7,0.09,0.09,pas de centrif,0,316,2024-07-04,3,0.1,30.0,60.4,22.4,,316,2024-07-04,4,0.0,0.0,0.0,5.5,2,0,0,W10NC,None
317,2426F,na,317,2024-06-27,3,K24,20.0204,500.0,6,230.0,2024-06-27 08:50:00,51.7,27.8,35.0,0.09,0.09,,317,2024-07-03,3,0,2024-07-03 07:30:00,500.0,2024-07-03 08:30:00,2024-07-04 08:30:00,,,44.7,22.7,30.7,0.09,0.09,pas de centrif,0,317,2024-07-04,3,0.1,30.0,60.4,22.4,,317,2024-07-04,4,0.0,0.0,0.0,5.1,1,0,0,W10NC,None
318,2426G,na,318,2024-06-27,3,K24,20.0592,500.0,7,230.0,2024-06-27 08:50:00,51.7,27.8,35.0,0.09,0.09,,318,2024-07-03,3,0,2024-07-03 07:30:00,500.0,2024-07-03 08:30:00,2024-07-04 08:30:00,,,44.7,22.7,30.7,0.09,0.09,pas de centrif,0,318,2024-07-04,3,0.1,30.0,60.4,22.4,,318,2024-07-04,4,0.0,0.0,0.0,5.7,2,0,0,W10NC,None
319,2426H,na,319,2024-06-27,3,K24,20.0126,500.0,8,230.0,2024-06-27 08:50:00,51.7,27.8,35.0,0.09,0.09,,319,2024-07-03,3,0,2024-07-03 07:30:00,500.0,2024-07-03 08:30:00,2024-07-04 08:30:00,,,44.7,22.7,30.7,0.09,0.09,pas de centrif,0,319,2024-07-04,3,0.1,30.0,60.4,22.4,,319,2024-07-04,4,0.0,0.0,0.0,5.8,2,0,0,W10NC,None
320,2427A,na,320,2024-07-02,3,K24,20.0815,500.0,1,230.0,2024-07-02 11:55:00,43.9,24.3,32.0,0.09,0.09,,320,2024-07-08,4,0,2024-07-08 08:15:00,500.0,2024-07-08 09:15:00,2024-07-08 09:45:00,,,43.0,21.0,26.0,0.09,0.09,,1,320,2024-07-08,4,0.1,30.0,42.0,21.0,,320,2024-07-08,4,0.0,0.0,0.0,1.8,1,0,0,appli,None
321,2427B,na,321,2024-07-02,3,K24,20.0159,500.0,2,230.0,2024-07-02 11:55:00,43.9,24.3,32.0,0.09,0.09,,321,2024-07-08,4,0,2024-07-08 08:15:00,500.0,2024-07-08 09:15:00,2024-07-09 09:15:00,,,43.0,21.0,26.0,0.09,0.09,pas de centrif,0,321,2024-07-09,4,0.1,30.0,42.0,21.0,,321,2024-07-09,4,0.0,0.0,0.0,7.2,3,0,0,prod,None
322,2427C,na,322,2024-07-02,3,K24,20.0425,500.0,3,230.0,2024-07-02 11:55:00,43.9,24.3,32.0,0.09,0.09,,322,2024-07-08,4,0,2024-07-08 08:15:00,500.0,2024-07-08 09:15:00,2024-07-09 09:15:00,,,43.0,21.0,26.0,0.09,0.09,pas de centrif,0,322,2024-07-09,4,0.1,30.0,42.0,21.0,,322,2024-07-09,4,0.0,0.0,0.0,9.7,3,0,0,prod,None
323,2427D,na,323,2024-07-02,3,K24,20.032,500.0,4,230.0,2024-07-02 11:55:00,43.9,24.3,32.0,0.09,0.09,,323,2024-07-08,4,0,2024-07-08 08:15:00,500.0,2024-07-08 09:15:00,2024-07-09 09:15:00,,,43.0,21.0,26.0,0.09,0.09,pas de centrif,0,323,2024-07-09,4,0.1,30.0,42.0,21.0,,323,2024-07-09,4,0.0,0.0,0.0,8.9,3,0,0,prod,None
